PartnerID,PartnerName,ContractID,ContractName,ContractType,DocID,DocType,DocNumber,DocDate,DebitCreditRubSum,DebitCreditCurSum,Contract_allowed_debt_period,DelayDays,Currency,agency_factoring,payment_on_sale,ResponsibleByContract_ID,ResponsibleByContract_Code,ResponsibleByContract_Name,ResponsibleByPartnerManagerBinding_ID,ResponsibleByPartnerManagerBinding_Code,ResponsibleByPartnerManagerBinding_Name,ResponsibleByOrder_ID,ResponsibleByOrder_Code,ResponsibleByOrder_Name,ResponsibleByDoc_ID,ResponsibleByDoc_Code,ResponsibleByDoc_Name,ResponsibleByPartner_ID,ResponsibleByPartner_Code,ResponsibleByPartner_Name,ResponsibleByTransport_ID,ResponsibleByTransport_Code,ResponsibleByTransport_Name,ResponsibleDepartment_ID,ResponsibleDepartment_Name,is_offsets,enforcement_proceedings
BFA49DBA-2C01-CD04-11EC-04B8DC5F2802,"Вкусвилл АО",BFA49DBA-2C01-CD04-11EC-04C0F0557567,"Договор поставки № 39/09-2020ВП от 09.09.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-321A5CD1C33A,"Реализация товаров и услуг","РР000011156",2025-05-18 00:00:00.0000000,292520.76,292520.76,45,-26,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA49DBA-2C01-CD04-11EC-04B8DC5F2802,"Вкусвилл АО",BFA49DBA-2C01-CD04-11EC-04C0F0557567,"Договор поставки № 39/09-2020ВП от 09.09.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-321E0FDB58C0,"Реализация товаров и услуг","РР000011181",2025-05-17 00:00:00.0000000,274182.78,274182.78,45,-25,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA49DBA-2C01-CD04-11EC-04B8DC5F2802,"Вкусвилл АО",BFA49DBA-2C01-CD04-11EC-04C0F0557567,"Договор поставки № 39/09-2020ВП от 09.09.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-35F300A10C7C,"Платежное поручение входящее","РР000006390",2025-05-20 00:00:00.0000000,558989.40,558989.40,45,-28,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505094A1-5054-3030-11DA-D35270360694,"РР0000221 ","Бабкина Валентина Алексеевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA49DBA-2C01-CD04-11EC-04B8DC5F2802,"Вкусвилл АО",BFA49DBA-2C01-CD04-11EC-04C0F0557567,"Договор поставки № 39/09-2020ВП от 09.09.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-36F6F5A82B05,"Реализация товаров и услуг","РР000011615",2025-05-23 00:00:00.0000000,217304.70,217304.70,45,-31,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA49DBA-2C01-CD04-11EC-04B8DC5F2802,"Вкусвилл АО",BFA49DBA-2C01-CD04-11EC-04C0F0557567,"Договор поставки № 39/09-2020ВП от 09.09.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-37A8FC37AFDE,"Реализация товаров и услуг","РР000011656",2025-05-24 00:00:00.0000000,137793.72,137793.72,45,-32,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA49DBA-2C01-CD04-11EC-04B8DC5F2802,"Вкусвилл АО",BFA49DBA-2C01-CD04-11EC-04C0F0557567,"Договор поставки № 39/09-2020ВП от 09.09.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-37A99D3B1387,"Реализация товаров и услуг","РР000011658",2025-05-24 00:00:00.0000000,862117.20,862117.20,45,-32,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA49DBA-2C01-CD04-11EC-04B8DC5F2802,"Вкусвилл АО",BFA49DBA-2C01-CD04-11EC-04C0F0557567,"Договор поставки № 39/09-2020ВП от 09.09.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-3C3EC17C0F0F,"Реализация товаров и услуг","РР000012138",2025-05-30 00:00:00.0000000,419465.16,419465.16,45,-38,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA49DBA-2C01-CD04-11EC-04B8DC5F2802,"Вкусвилл АО",BFA49DBA-2C01-CD04-11EC-04C0F0557567,"Договор поставки № 39/09-2020ВП от 09.09.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-3D12684EFEFB,"Реализация товаров и услуг","РР000012389",2025-05-31 00:00:00.0000000,405206.82,405206.82,45,-39,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA49DBA-2C01-CD04-11EC-04B8DC5F2802,"Вкусвилл АО",BFA49DBA-2C01-CD04-11EC-04C0F0557567,"Договор поставки № 39/09-2020ВП от 09.09.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-3D17084517B5,"Реализация товаров и услуг","РР000012399",2025-05-31 00:00:00.0000000,108429.24,108429.24,45,-39,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA4B5BA-2C01-CD04-11F0-21BC77650A62,"Счет-оферта №0179841888-0003","С поставщиком",BFA4B5BA-2C01-CD04-11F0-2403A1B2273C,"Платежное поручение исходящее","РР000007448",2025-04-28 12:44:13.0000000,12425.00,12425.00,0,22,"RUB",0,0,NULL,NULL,NULL,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",69BC4DBC-A7E2-90F3-4292-6465485CEA24,"ША0001466 ","Еримбаева Аида Гапасовна",30007DA1-3348-33A4-11E5-8C2FB728D90C,"ША0001904 ","Гайнетдинова Диана Тахировна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",1500318D-6F5D-01B0-11EF-757261994883,"Договор заказа","С поставщиком",1500318D-6F5D-01B0-11EF-757261994884,"Корректировка долга","БРР00000988",2024-09-01 00:00:00.0000000,58896.00,58896.00,0,278,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,D2AED488-451D-1BCE-4FBD-FB29A352A029,"ЭА0000924 ","Булаева Юлия Викторовна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA4A5BA-2C01-CD04-11ED-BCAE28F331F7,"Договор № ИР-26454/20 от 09.07.2020","С поставщиком",1500348D-6F5D-01B0-11F0-10667CBAF75F,"Поступление товаров и услуг","БРР00005003",2025-06-02 00:00:00.0000000,-333377.76,-333377.76,0,4,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,D2AED488-451D-1BCE-4FBD-FB29A352A029,"ЭА0000924 ","Булаева Юлия Викторовна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,505086A1-5054-3030-11DA-BFA4173F226B,"Бухгалтерия (26)                                       ",0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA4A5BA-2C01-CD04-11ED-BCAE28F331F7,"Договор № ИР-26454/20 от 09.07.2020","С поставщиком",BFA4B5BA-2C01-CD04-11F0-16913FF77610,"Платежное поручение исходящее","РР000006166",2025-04-11 10:17:59.0000000,333377.76,333377.76,0,26,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",3000739A-3348-33A4-11DC-82AB766DA36D,"РР0001379 ","Белоусова Светлана Александровна",30007DA1-3348-33A4-11E5-8C2FB728D90C,"ША0001904 ","Гайнетдинова Диана Тахировна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA4A5BA-2C01-CD04-11ED-BCAE28F331F7,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",1500348D-6F5D-01B0-11F0-2AFABBFB65F4,"Поступление товаров и услуг","БРР00006603",2025-04-30 23:59:59.0000000,-897697.91,-897697.91,0,37,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,D2AED488-451D-1BCE-4FBD-FB29A352A029,"ЭА0000924 ","Булаева Юлия Викторовна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,505086A1-5054-3030-11DA-BFA4173F226B,"Бухгалтерия (26)                                       ",1,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA4B4BA-2C01-CD04-11EF-D1855D67148A,"Счет-оферта №0184468804-0002","С поставщиком",BFA4B4BA-2C01-CD04-11EF-D23D185DCA9A,"Платежное поручение исходящее","РР000000600",2025-01-15 12:01:06.0000000,1980.00,1980.00,0,98,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",30001B87-3348-33A4-11E4-E744147CF18C,"ША0000432 ","Бабкина Галина Николаевна",872788B9-666F-30AD-4B7C-A7389E5351A0,"ЭА0000672 ","Щербаков Даниил Юрьевич",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-0AEC63DFCD60,"Реализация товаров и услуг","РР000006936",2025-03-28 00:00:00.0000000,277883.26,277883.26,47,23,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-0BB5B9187439,"Реализация товаров и услуг","РР000007250",2025-03-31 00:00:00.0000000,19165.86,19165.86,47,18,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-16ADA5E4533F,"Реализация товаров и услуг","РР000008326",2025-04-13 00:00:00.0000000,992.52,992.52,47,7,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-16B0A10204B1,"Реализация товаров и услуг","РР000008363",2025-04-14 00:00:00.0000000,42816.62,42816.62,47,4,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
